ProteinID,Compartments,Cyto,Nsol,NucI,Horg,Lorg,Colour,ProteinsName_Subcell,Entry Name,Protein names,Gene Names,GeneID,Ensembl,Gene Ontology (molecular function),Gene Ontology (biological process),Gene Ontology (cellular component)
Q96EU7,S1,-0.984295225,-1.358910741,-0.218537412,0.793420124,1.01431003,gold,C1GALT1C1,C1GLC_HUMAN,"C1GALT1-specific chaperone 1 (C38H2-like protein 1) (C38H2-L1) (Core 1 beta1,3-galactosyltransferase 2) (C1Gal-T2) (C1GalT2) (Core 1 beta3-Gal-T2) (Core 1 beta3-galactosyltransferase-specific molecular chaperone)",C1GALT1C1 COSMC HSPC067 MSTP143 UNQ273/PRO310,29071;,"ENST00000304661.6; ENSP00000304364.5; ENSG00000171155.8.;""ENST00000371313.2; ENSP00000360363.2; ENSG00000171155.8."";""ENST00000673177.1; ENSP00000500356.1; ENSG00000288368.1."";""ENST00000673568.1; ENSP00000500561.1; ENSG00000288368.1."";",glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity [GO:0016263],platelet activation [GO:0030168]; platelet morphogenesis [GO:0036344]; protein O-linked glycosylation [GO:0006493],extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]
Q8NDD1,N2,-1.040533575,-1.050662353,1.263094691,0.106297765,-0.028521495,grey70,C1orf131,CA131_HUMAN,Uncharacterized protein C1orf131,C1orf131 cPERP-A,128061;,"ENST00000366649.7; ENSP00000355609.2; ENSG00000143633.13. [Q8NDD1-1];""ENST00000366651.7; ENSP00000355611.3; ENSG00000143633.13. [Q8NDD1-6]"";",RNA binding [GO:0003723],ribosomal small subunit biogenesis [GO:0042274],chromosome [GO:0005694]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]
Q96HA4,S2,-0.679838933,-1.290711497,0.46707515,0.954547094,0.351076144,orange,C1orf159,CA159_HUMAN,Uncharacterized protein C1orf159,C1orf159 UNQ2998/PRO9739,54991;,"ENST00000379319.5; ENSP00000368623.1; ENSG00000131591.18. [Q96HA4-4];""ENST00000379325.7; ENSP00000368629.3; ENSG00000131591.18. [Q96HA4-3]"";""ENST00000379339.5; ENSP00000368644.1; ENSG00000131591.18. [Q96HA4-1]"";""ENST00000421241.7; ENSP00000400736.2; ENSG00000131591.18. [Q96HA4-4]"";",0,0,membrane [GO:0016020]
Q9H425,C2,0.970457821,-0.407579999,0.090835008,0.424330641,-0.277696395,aquamarine,C1orf198,CA198_HUMAN,Uncharacterized protein C1orf198,C1orf198,84886;,"ENST00000366663.10; ENSP00000355623.5; ENSG00000119280.17. [Q9H425-1];""ENST00000470540.5; ENSP00000428172.1; ENSG00000119280.17. [Q9H425-3]"";""ENST00000523410.1; ENSP00000430967.1; ENSG00000119280.17. [Q9H425-2]"";",0,0,cytosol [GO:0005829]
A1L170,M1,-0.707490588,-0.756569114,0.626253145,0.737963183,-0.342182534,burlywood4,C1orf226,CA226_HUMAN,Uncharacterized protein C1orf226,C1orf226,400793;,"ENST00000426197.2; ENSP00000413150.2; ENSG00000239887.6. [A1L170-2];""ENST00000458626.4; ENSP00000437071.1; ENSG00000239887.6. [A1L170-1]"";",0,0,0
Q5SWX8,S2,-0.995103144,-1.326907056,0.233121593,0.837065131,0.558075001,orange,C1orf27,ODR4_HUMAN,Protein odr-4 homolog (hODR-4) (LAG1-interacting protein) (Transactivated by transforming growth factor beta protein 1),ODR4 C1orf27 TTG1 TTG1A,54953;,"ENST00000287859.11; ENSP00000287859.6; ENSG00000157181.16. [Q5SWX8-1];""ENST00000367470.8; ENSP00000356440.3; ENSG00000157181.16. [Q5SWX8-2]"";""ENST00000419367.8; ENSP00000395084.3; ENSG00000157181.16. [Q5SWX8-4]"";",0,protein localization [GO:0008104],membrane [GO:0016020]
Q9BV19,C5,1.938798546,0.717457071,-1.047336926,-1.282122318,-1.426578173,turquoise3,C1orf50,CA050_HUMAN,Uncharacterized protein C1orf50,C1orf50,79078;,ENST00000372525.7; ENSP00000361603.4; ENSG00000164008.17.;,identical protein binding [GO:0042802],0,0
Q07021,M1,-1.552220555,-0.032540863,0.323571232,1.023620139,-0.761394185,burlywood4,C1QBP,C1QBP_HUMAN,"Complement component 1 Q subcomponent-binding protein, mitochondrial (ASF/SF2-associated protein p32) (Glycoprotein gC1qBP) (C1qBP) (Hyaluronan-binding protein 1) (Mitochondrial matrix protein p32) (gC1q-R protein) (p33) (SF2AP32)",C1QBP GC1QBP HABP1 SF2P32,708;,ENST00000225698.8; ENSP00000225698.4; ENSG00000108561.8.;,adrenergic receptor binding [GO:0031690]; complement component C1q complex binding [GO:0001849]; deoxyribonuclease inhibitor activity [GO:0060703]; enzyme inhibitor activity [GO:0004857]; hyaluronic acid binding [GO:0005540]; kininogen binding [GO:0030984]; mitochondrial ribosome binding [GO:0097177]; mRNA binding [GO:0003729]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134],"apoptotic process [GO:0006915]; complement activation, classical pathway [GO:0006958]; cytosolic ribosome assembly [GO:0042256]; DNA damage response [GO:0006974]; immune response [GO:0006955]; innate immune response [GO:0045087]; mRNA processing [GO:0006397]; negative regulation of defense response to virus [GO:0050687]; negative regulation of double-strand break repair via homologous recombination [GO:2000042]; negative regulation of interleukin-12 production [GO:0032695]; negative regulation of MDA-5 signaling pathway [GO:0039534]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; negative regulation of RIG-I signaling pathway [GO:0039536]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of type II interferon production [GO:0032689]; phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0043491]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cell adhesion [GO:0045785]; positive regulation of dendritic cell chemotaxis [GO:2000510]; positive regulation of mitochondrial translation [GO:0070131]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; positive regulation of trophoblast cell migration [GO:1901165]; regulation of complement activation [GO:0030449]; RNA splicing [GO:0008380]",cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; membrane [GO:0016020]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9BUV8,S2,-1.458458598,-1.721785872,0.08464304,1.189567931,0.57444364,orange,C20orf24,RCAF1_HUMAN,GEL complex subunit OPTI (Obligate partner of TMCO1 insertase) (Rab5-interacting protein) (RIP5) (Respirasome Complex Assembly Factor 1),RAB5IF C20orf24 OPTI RCAF1 PNAS-11,55969;,"ENST00000342422.3; ENSP00000341213.3; ENSG00000101084.19. [Q9BUV8-5];""ENST00000344795.8; ENSP00000340164.3; ENSG00000101084.19. [Q9BUV8-2]"";""ENST00000373852.9; ENSP00000362958.5; ENSG00000101084.19. [Q9BUV8-1]"";""ENST00000483815.5; ENSP00000432510.1; ENSG00000101084.19. [Q9BUV8-4]"";""ENST00000492721.5; ENSP00000435871.1; ENSG00000101084.19. [Q9BUV8-4]"";",0,mitochondrial respirasome assembly [GO:0097250]; multi-pass transmembrane protein insertion into ER membrane [GO:0160063],endoplasmic reticulum membrane [GO:0005789]; mitochondrial respirasome [GO:0005746]; multi-pass translocon complex [GO:0160064]
Q9GZN8,C5,1.865921786,0.217332091,-0.638038149,-0.694251288,-0.842320335,turquoise3,C20orf27,ADSSP_HUMAN,Adipose-secreted signaling protein,ADISSP C20orf27,54976;,"ENST00000217195.12; ENSP00000217195.8; ENSG00000101220.18. [Q9GZN8-2];""ENST00000379772.4; ENSP00000369097.4; ENSG00000101220.18. [Q9GZN8-1]"";""ENST00000399672.5; ENSP00000382580.1; ENSG00000101220.18. [Q9GZN8-1]"";",protein phosphatase 1 binding [GO:0008157],adaptive thermogenesis [GO:1990845]; glucose homeostasis [GO:0042593]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of protein kinase A signaling [GO:0010739]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511],extracellular space [GO:0005615]
Q9Y426,S2,-0.979874047,-1.207856424,0.245725804,0.791099058,0.578919437,orange,C2CD2,C2CD2_HUMAN,C2 domain-containing protein 2 (Transmembrane protein 24-like),C2CD2 C21orf25 C21orf258 TMEM24L,25966;,"ENST00000329623.11; ENSP00000329302.7; ENSG00000157617.17. [Q9Y426-2];""ENST00000380486.4; ENSP00000369853.3; ENSG00000157617.17. [Q9Y426-1]"";",0,0,cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]
O14523,S3,-0.765139249,-0.742172279,0.324003236,0.711388826,0.484563178,salmon,C2CD2L,C2C2L_HUMAN,Phospholipid transfer protein C2CD2L (C2 domain-containing protein 2-like) (C2CD2-like) (Transmembrane protein 24),C2CD2L KIAA0285 TMEM24 DLNB23,9854;,"ENST00000336702.7; ENSP00000338885.3; ENSG00000172375.14. [O14523-2];""ENST00000648610.2; ENSP00000497391.1; ENSG00000172375.14. [O14523-1]"";",insulin binding [GO:0043559]; phosphatidylinositol binding [GO:0035091]; phosphatidylinositol transfer activity [GO:0008526],positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774],cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268]; plasma membrane [GO:0005886]
Q9NWW7,N1,-0.83370631,-0.662472806,0.238701385,0.19188735,1.000362645,grey90,C2orf42,CB042_HUMAN,Uncharacterized protein C2orf42,C2orf42,54980;,"ENST00000264434.7; ENSP00000264434.2; ENSG00000115998.8.;""ENST00000420306.1; ENSP00000404515.1; ENSG00000115998.8."";",0,0,nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H6V9,S3,-0.684474437,-0.810884203,0.01604405,0.816258908,0.662632659,salmon,C2orf43,LDAH_HUMAN,Lipid droplet-associated hydrolase (EC 3.1.1.13) (Lipid droplet-associated serine hydrolase) (hLDAH),LDAH C2orf43,60526;,"ENST00000237822.8; ENSP00000237822.3; ENSG00000118961.15. [Q9H6V9-1];""ENST00000541941.5; ENSP00000440570.1; ENSG00000118961.15. [Q9H6V9-4]"";""ENST00000619656.4; ENSP00000483067.1; ENSG00000118961.15. [Q9H6V9-4]"";""ENST00000626491.2; ENSP00000487592.1; ENSG00000118961.15. [Q9H6V9-3]"";",sterol esterase activity [GO:0004771],cholesterol homeostasis [GO:0042632]; intracellular triglyceride homeostasis [GO:0035356]; lipid catabolic process [GO:0016042]; lipid droplet fusion [GO:0160077]; lipid storage [GO:0019915],endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]
Q8WWC4,M2,-1.349927849,-1.33317133,0.402776874,1.12236808,-0.166770888,tan4,C2orf47,MAIP1_HUMAN,"m-AAA protease-interacting protein 1, mitochondrial (Matrix AAA peptidase-interacting protein 1)",MAIP1 C2orf47,79568;,"ENST00000295079.6; ENSP00000295079.2; ENSG00000162972.11.;""ENST00000392290.6; ENSP00000376111.1; ENSG00000162972.11."";",ribosome binding [GO:0043022],calcium import into the mitochondrion [GO:0036444]; mitochondrial calcium ion homeostasis [GO:0051560]; protein insertion into mitochondrial inner membrane from matrix [GO:0032979]; protein insertion into mitochondrial membrane [GO:0051204],mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]
Q9BVC5,N4,-0.894235912,1.3436827,-0.402689055,-0.807684398,-0.29397366,grey30,C2orf49,ASHWN_HUMAN,Ashwin,C2orf49,79074;,ENST00000258457.7; ENSP00000258457.2; ENSG00000135974.10. [Q9BVC5-1];,0,"embryonic morphogenesis [GO:0048598]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]",cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; tRNA-splicing ligase complex [GO:0072669]
Q8N8R5,C1,1.456646208,0.155060754,-0.238672279,0.077073037,-0.936582666,lightblue,C2orf69,CB069_HUMAN,Mitochondrial protein C2orf69,C2orf69,205327;,ENST00000319974.6; ENSP00000312770.5; ENSG00000178074.6.;,0,oxidative phosphorylation [GO:0006119],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; respirasome [GO:0070469]
Q6NW34,N1,-0.668003526,-1.007260414,0.567893857,-0.110283458,1.124245308,grey90,C3orf17,NEPRO_HUMAN,Nucleolus and neural progenitor protein,NEPRO C3orf17,25871;,"ENST00000314400.10; ENSP00000320251.5; ENSG00000163608.15. [Q6NW34-1];""ENST00000383675.6; ENSP00000373173.2; ENSG00000163608.15. [Q6NW34-2]"";",0,negative regulation of neuron differentiation [GO:0045665]; positive regulation of Notch signaling pathway [GO:0045747],nucleolus [GO:0005730]; nucleus [GO:0005634]
Q6P1S2,M2,-0.825712436,-1.004122151,0.39510764,1.119075676,-0.058325882,tan4,C3orf33,CC033_HUMAN,Protein C3orf33 (Protein AC3-33),C3orf33 MSTP052,285315;,"ENST00000340171.7; ENSP00000342512.2; ENSG00000174928.16. [Q6P1S2-1];""ENST00000534941.2; ENSP00000445446.1; ENSG00000174928.16. [Q6P1S2-2]"";",0,negative regulation of ERK1 and ERK2 cascade [GO:0070373]; regulation of DNA-binding transcription factor activity [GO:0051090],extracellular space [GO:0005615]; membrane [GO:0016020]
Q8NDZ4,S1,-1.12702024,-1.353536649,-0.178562348,0.911052165,0.873862937,gold,C3orf58,DIK2A_HUMAN,Divergent protein kinase domain 2A (Deleted in autism protein 1) (Golgi Protein of 49 kDa) (GoPro49) (Hypoxia and AKT-induced stem cell factor) (HASF),DIPK2A C3orf58 DIA1,205428;,"ENST00000315691.8; ENSP00000320081.4; ENSG00000181744.9. [Q8NDZ4-1];""ENST00000495414.5; ENSP00000417382.1; ENSG00000181744.9. [Q8NDZ4-2]"";",0,cardiac muscle cell proliferation [GO:0060038]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; positive regulation of protein kinase C activity [GO:1900020]; regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051896],COPI vesicle coat [GO:0030126]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]
Q0P651,M2,-0.97988071,-0.81426876,0.501083135,1.043589405,-0.067082768,tan4,C4orf29,ABD18_HUMAN,Protein ABHD18 (Alpha/beta hydrolase domain-containing protein 18) (Abhydrolase domain-containing protein 18),ABHD18 C4orf29,0,ENST00000444616.5; ENSP00000397229.1; ENSG00000164074.17. [Q0P651-1];,0,0,extracellular region [GO:0005576]
Q8WVX3,S2,-1.158692976,-1.445784069,0.332647592,0.785191142,0.526747937,orange,C4orf3,CD003_HUMAN,Uncharacterized protein C4orf3 (Hepatitis C virus F protein-transactivated protein 1) (HCV F-transactivated protein 1),C4orf3,401152;,"ENST00000399075.6; ENSP00000382026.4; ENSG00000164096.13. [Q8WVX3-2];""ENST00000504110.2; ENSP00000485697.1; ENSG00000164096.13. [Q8WVX3-1]"";",0,0,endoplasmic reticulum membrane [GO:0005789]
Q8NC54,S1,-1.436176428,-1.791857129,-0.302863261,0.797610799,1.189464396,gold,C5orf15,KCT2_HUMAN,Keratinocyte-associated transmembrane protein 2,KCT2 C5orf15 HTGN29,56951;,ENST00000231512.5; ENSP00000231512.3; ENSG00000113583.8.;,0,0,membrane [GO:0016020]
Q7Z6I8,N2,-0.998942628,-0.73289951,1.228970384,0.218978595,-0.743048263,grey70,C5orf24,CE024_HUMAN,UPF0461 protein C5orf24,C5orf24,134553;,"ENST00000338051.4; ENSP00000337044.4; ENSG00000181904.9. [Q7Z6I8-1];""ENST00000394976.4; ENSP00000378427.3; ENSG00000181904.9. [Q7Z6I8-1]"";""ENST00000435259.2; ENSP00000395764.2; ENSG00000181904.9. [Q7Z6I8-1]"";""ENST00000504727.1; ENSP00000421647.1; ENSG00000181904.9. [Q7Z6I8-2]"";",0,0,0
Q9H6K1,C3,1.774042598,0.183821217,-0.491690951,-0.516156072,-0.783223828,cyan,C6orf106,ILRUN_HUMAN,Protein ILRUN (Inflammation and lipid regulator with UBA-like and NBR1-like domains protein),ILRUN C6orf106,64771;,"ENST00000374023.8; ENSP00000363135.3; ENSG00000196821.10. [Q9H6K1-1];""ENST00000374026.7; ENSP00000363138.3; ENSG00000196821.10. [Q9H6K1-2]"";",ubiquitin binding [GO:0043130],innate immune response [GO:0045087]; macroautophagy [GO:0016236]; negative regulation of defense response to virus [GO:0050687]; negative regulation of DNA binding [GO:0043392]; negative regulation of protein localization to nucleus [GO:1900181]; negative regulation of tumor necrosis factor production [GO:0032720]; negative regulation of type I interferon production [GO:0032480],centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; phagophore assembly site [GO:0000407]
Q9H993,C4,2.067353563,0.459349245,-1.123699303,-1.228665615,-1.372957822,deepskyblue2,C6orf211,ARMT1_HUMAN,Damage-control phosphatase ARMT1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1),ARMT1 C6orf211,79624;,ENST00000367294.4; ENSP00000356263.3; ENSG00000146476.11.;,enzyme binding [GO:0019899]; fructose 6-phosphate aldolase activity [GO:0097023]; fructose-1-phosphatase activity [GO:0103026]; metal ion binding [GO:0046872]; phosphatase activity [GO:0016791]; protein carboxyl O-methyltransferase activity [GO:0051998]; protein-glutamate O-methyltransferase activity [GO:0008983]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757],DNA damage response [GO:0006974]; methylation [GO:0032259],0
O95873,S1,-1.100925247,-1.205650111,0.003104664,0.4386753,1.017209226,gold,C6orf47,CF047_HUMAN,Uncharacterized protein C6orf47 (Protein G4),C6orf47 G4,57827;,"ENST00000366431.2; ENSP00000375392.1; ENSG00000235360.2.;""ENST00000366432.2; ENSP00000375400.1; ENSG00000203623.4."";""ENST00000375911.2; ENSP00000365076.1; ENSG00000204439.4."";""ENST00000413113.1; ENSP00000395128.1; ENSG00000226103.2."";""ENST00000418357.1; ENSP00000398221.1; ENSG00000226531.2."";""ENST00000431256.1; ENSP00000406870.1; ENSG00000228435.2."";""ENST00000442972.1; ENSP00000407188.1; ENSG00000228177.2."";",0,0,0
Q6UWU4,S3,-0.927211737,-0.888037279,0.276474845,0.796180175,0.576930222,salmon,C6orf89,CF089_HUMAN,Bombesin receptor-activated protein C6orf89 (Amfion),C6orf89 BRAP UNQ177/PRO203,221477;,"ENST00000355190.7; ENSP00000347322.3; ENSG00000198663.17. [Q6UWU4-2];""ENST00000359359.6; ENSP00000352316.2; ENSG00000198663.17. [Q6UWU4-3]"";""ENST00000373685.1; ENSP00000362789.1; ENSG00000198663.17. [Q6UWU4-1]"";""ENST00000480824.7; ENSP00000475947.1; ENSG00000198663.17. [Q6UWU4-1]"";",0,chromatin remodeling [GO:0006338]; epithelial cell proliferation [GO:0050673]; positive regulation of cell cycle [GO:0045787]; wound healing [GO:0042060],cytoplasm [GO:0005737]; Golgi membrane [GO:0000139]; midbody [GO:0030496]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]
Q9BUW7,C5,1.795585077,0.610283602,-0.814227812,-0.864032036,-1.071005239,turquoise3,C9orf16,BBLN_HUMAN,Bublin coiled-coil protein (UPF0184 protein C9orf16),BBLN C9orf16 EST00098,79095;,ENST00000372994.2; ENSP00000362085.1; ENSG00000171159.5.;,molecular adaptor activity [GO:0060090],intermediate filament bundle assembly [GO:0045110],anchoring junction [GO:0070161]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; intermediate filament [GO:0005882]; subapical part of cell [GO:0120219]
Q5T6V5,C5,2.028923927,0.290957289,-0.920612259,-0.97611734,-1.09643176,turquoise3,C9orf64,QNG1_HUMAN,Queuosine 5'-phosphate N-glycosylase/hydrolase (EC 3.2.2.-) (Q-nucleotide N-glycosylase 1) (Queuine salvage protein QNG1) (Queuosine-nucleotide N-glycosylase/hydrolase),QNG1 C9orf64,84267;,ENST00000376344.8; ENSP00000365522.3; ENSG00000165118.15.;,hydrolase activity [GO:0016787],nucleoside salvage [GO:0043174]; tRNA-guanine transglycosylation [GO:0101030],0
Q96MD7,N4,-0.820475286,1.332048553,-0.192680372,-0.528153551,-0.343763187,grey30,C9orf85,CI085_HUMAN,Uncharacterized protein C9orf85,C9orf85,138241;,"ENST00000334731.7; ENSP00000334289.2; ENSG00000155621.15. [Q96MD7-1];""ENST00000377031.7; ENSP00000366230.3; ENSG00000155621.15. [Q96MD7-3]"";""ENST00000479413.1; ENSP00000433086.1; ENSG00000155621.15. [Q96MD7-2]"";",0,0,0
Q96LW7,M2,-0.579844325,-0.931985808,0.36128634,0.831522515,-0.19350647,tan4,C9orf89,CAR19_HUMAN,Caspase recruitment domain-containing protein 19 (Bcl10-interacting CARD protein) (BinCARD),CARD19 C9orf89,84270;,"ENST00000375464.7; ENSP00000364613.2; ENSG00000165233.18. [Q96LW7-2];""ENST00000466409.1; ENSP00000437237.1; ENSG00000165233.18. [Q96LW7-1]"";",CARD domain binding [GO:0050700],negative regulation of canonical NF-kappaB signal transduction [GO:0043124],cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q9Y6J0,N2,-0.846693851,-0.34588009,0.903873555,0.221430666,-0.139173862,grey70,CABIN1,CABIN_HUMAN,Calcineurin-binding protein cabin-1 (Calcineurin inhibitor) (CAIN),CABIN1 KIAA0330,23523;,"ENST00000263119.10; ENSP00000263119.5; ENSG00000099991.18. [Q9Y6J0-1];""ENST00000398319.6; ENSP00000381364.2; ENSG00000099991.18. [Q9Y6J0-1]"";""ENST00000405822.6; ENSP00000384694.2; ENSG00000099991.18. [Q9Y6J0-2]"";",protein phosphatase inhibitor activity [GO:0004864],cell surface receptor signaling pathway [GO:0007166]; nucleosome assembly [GO:0006334],aggresome [GO:0016235]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
