From	Entry	Reviewed	Entry Name	Protein names	Gene Names	GeneID	Ensembl	Gene Ontology (molecular function)	Gene Ontology (biological process)	Gene Ontology (cellular component)
O43670	O43670	reviewed	ZN207_HUMAN	BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (hBuGZ) (Zinc finger protein 207)	ZNF207 BUGZ	7756;	ENST00000321233.10 [O43670-1];ENST00000394670.9 [O43670-4];ENST00000394673.6 [O43670-2];	DNA binding [GO:0003677]; heparin binding [GO:0008201]; metal ion binding [GO:0046872]; microtubule binding [GO:0008017]; RNA binding [GO:0003723]	attachment of spindle microtubules to kinetochore [GO:0008608]; cell division [GO:0051301]; microtubule bundle formation [GO:0001578]; microtubule polymerization [GO:0046785]; mitotic sister chromatid segregation [GO:0000070]; mitotic spindle assembly [GO:0090307]; mitotic spindle assembly checkpoint signaling [GO:0007094]; protein stabilization [GO:0050821]; regulation of chromosome segregation [GO:0051983]	cytoplasm [GO:0005737]; kinetochore [GO:0000776]; microtubule [GO:0005874]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle matrix [GO:1990047]
O43684	O43684	reviewed	BUB3_HUMAN	Mitotic checkpoint protein BUB3	BUB3	9184;	ENST00000368858.9 [O43684-2];ENST00000368865.9 [O43684-1];	ubiquitin binding [GO:0043130]	attachment of spindle microtubules to kinetochore [GO:0008608]; cell division [GO:0051301]; meiotic cell cycle [GO:0051321]; mitotic spindle assembly checkpoint signaling [GO:0007094]; protein localization to kinetochore [GO:0034501]	bub1-bub3 complex [GO:1990298]; cytosol [GO:0005829]; kinetochore [GO:0000776]; mitotic checkpoint complex [GO:0033597]; nucleoplasm [GO:0005654]
O43709	O43709	reviewed	BUD23_HUMAN	18S rRNA (guanine-N(7))-methyltransferase (EC 2.1.1.-) (Bud site selection protein 23 homolog) (Metastasis-related methyltransferase 1) (Williams-Beuren syndrome chromosomal region 22 protein) (rRNA methyltransferase and ribosome maturation factor)	BUD23 MERM1 WBSCR22 HUSSY-03 PP3381	114049;	ENST00000265758.7 [O43709-1];	methyltransferase activity [GO:0008168]; protein heterodimerization activity [GO:0046982]; RNA binding [GO:0003723]; rRNA (guanine) methyltransferase activity [GO:0016435]	chromatin organization [GO:0006325]; positive regulation of rRNA processing [GO:2000234]; rRNA (guanine-N7)-methylation [GO:0070476]	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
O43809	O43809	reviewed	CPSF5_HUMAN	Cleavage and polyadenylation specificity factor subunit 5 (Cleavage and polyadenylation specificity factor 25 kDa subunit) (CPSF 25 kDa subunit) (Cleavage factor Im complex 25 kDa subunit) (CFIm25) (Nucleoside diphosphate-linked moiety X motif 21) (Nudix motif 21) (Nudix hydrolase 21) (Pre-mRNA cleavage factor Im 68 kDa subunit)	NUDT21 CFIM25 CPSF25 CPSF5	11051;	ENST00000300291.10;	chromatin binding [GO:0003682]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; mRNA binding [GO:0003729]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]	cell differentiation [GO:0030154]; co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway [GO:0180010]; mRNA 3'-end processing [GO:0031124]; mRNA alternative polyadenylation [GO:0110104]; mRNA processing [GO:0006397]; positive regulation of pro-B cell differentiation [GO:2000975]; positive regulation of stem cell differentiation [GO:2000738]; post-transcriptional regulation of gene expression [GO:0010608]; protein heterotetramerization [GO:0051290]; protein tetramerization [GO:0051262]	centriolar satellite [GO:0034451]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; mRNA cleavage factor complex [GO:0005849]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; paraspeckles [GO:0042382]
O43818	O43818	reviewed	U3IP2_HUMAN	U3 small nucleolar RNA-interacting protein 2 (RRP9 homolog) (U3 small nucleolar ribonucleoprotein-associated 55 kDa protein) (U3 snoRNP-associated 55 kDa protein) (U3-55K)	RRP9 RNU3IP2 U355K	9136;	ENST00000232888.7;	RNA binding [GO:0003723]; snoRNA binding [GO:0030515]; U3 snoRNA binding [GO:0034511]	ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]	box C/D methylation guide snoRNP complex [GO:0031428]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]
O60264	O60264	reviewed	SMCA5_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5) (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (hSNF2H)	SMARCA5 SNF2H WCRF135	8467;	ENST00000283131.4;	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent chromatin remodeler activity [GO:0140658]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; histone octamer slider activity [GO:0140751]; nucleosome binding [GO:0031491]	antiviral innate immune response [GO:0140374]; cellular response to leukemia inhibitory factor [GO:1990830]; chromatin organization [GO:0006325]; chromatin remodeling [GO:0006338]; DNA damage response [GO:0006974]; DNA methylation-dependent heterochromatin formation [GO:0006346]; DNA repair [GO:0006281]; DNA-templated transcription initiation [GO:0006352]; heterochromatin formation [GO:0031507]; negative regulation of mitotic chromosome condensation [GO:1905213]; negative regulation of transcription by RNA polymerase I [GO:0016479]; nucleosome assembly [GO:0006334]; positive regulation of DNA replication [GO:0045740]; positive regulation of transcription by RNA polymerase I [GO:0045943]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription by RNA polymerase III [GO:0045945]; rDNA heterochromatin formation [GO:0000183]; regulation of DNA replication [GO:0006275]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]	ACF complex [GO:0016590]; B-WICH complex [GO:0110016]; CHRAC [GO:0008623]; chromatin silencing complex [GO:0005677]; condensed chromosome [GO:0000793]; fibrillar center [GO:0001650]; NoRC complex [GO:0090536]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NURF complex [GO:0016589]; pericentric heterochromatin [GO:0005721]; RSF complex [GO:0031213]; site of double-strand break [GO:0035861]; WICH complex [GO:0090535]
O60287	O60287	reviewed	NPA1P_HUMAN	Nucleolar pre-ribosomal-associated protein 1 (Nucleolar protein 254 kDa) (URB1 ribosome biogenesis 1 homolog)	URB1 C21orf108 KIAA0539 NOP254 NPA1	9875;	ENST00000382751.4;	RNA binding [GO:0003723]	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]	fibrillar center [GO:0001650]; nucleolus [GO:0005730]
O60293	O60293	reviewed	ZC3H1_HUMAN	Zinc finger C3H1 domain-containing protein (Coiled-coil domain-containing protein 131) (Proline/serine-rich coiled-coil protein 2)	ZFC3H1 CCDC131 KIAA0546 PSRC2	196441;	ENST00000378743.9 [O60293-1];ENST00000548100.1 [O60293-4];ENST00000552994.5 [O60293-2];	metal ion binding [GO:0046872]	RNA processing [GO:0006396]	exosome (RNase complex) [GO:0000178]; extracellular space [GO:0005615]; nucleus [GO:0005634]
Q96LC1	O60506	reviewed	HNRPQ_HUMAN	Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)	SYNCRIP HNRPQ NSAP1	10492;	ENST00000355238.11 [O60506-3];ENST00000369622.8 [O60506-1];ENST00000444272.2 [O60506-3];ENST00000676637.1 [O60506-3];ENST00000676688.1 [O60506-1];ENST00000678355.1 [O60506-1];ENST00000678528.1 [O60506-3];ENST00000678930.1 [O60506-2];	mRNA 5'-UTR binding [GO:0048027]; RNA binding [GO:0003723]	cellular response to type II interferon [GO:0071346]; CRD-mediated mRNA stabilization [GO:0070934]; mRNA modification [GO:0016556]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900152]; negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000623]; negative regulation of translation [GO:0017148]; osteoblast differentiation [GO:0001649]; positive regulation of cytoplasmic translation [GO:2000767]; positive regulation of DNA demethylation [GO:1901537]; RNA processing [GO:0006396]; RNA splicing [GO:0008380]	catalytic step 2 spliceosome [GO:0071013]; CRD-mediated mRNA stability complex [GO:0070937]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; GAIT complex [GO:0097452]; histone pre-mRNA 3'end processing complex [GO:0071204]; mCRD-mediated mRNA stability complex [GO:0106002]; membrane [GO:0016020]; mRNA editing complex [GO:0045293]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]
O60814	O60814	reviewed	H2B1K_HUMAN	Histone H2B type 1-K (H2B K) (HIRA-interacting protein 1)	H2BC12 H2BFT HIRIP1 HIST1H2BK	85236;	ENST00000356950.2;	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527]	antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response in mucosa [GO:0002227]; killing of cells of another organism [GO:0031640]	cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]
O60828	O60828	reviewed	PQBP1_HUMAN	Polyglutamine-binding protein 1 (PQBP-1) (38 kDa nuclear protein containing a WW domain) (Npw38) (Polyglutamine tract-binding protein 1)	PQBP1 NPW38 JM26	10084;	ENST00000218224.9 [O60828-1];ENST00000247140.8 [O60828-4];ENST00000376563.6 [O60828-1];ENST00000376566.8 [O60828-4];ENST00000396763.6 [O60828-1];ENST00000443648.6 [O60828-1];ENST00000447146.7 [O60828-1];ENST00000465859.2 [O60828-7];ENST00000470062.5 [O60828-6];ENST00000472742.6 [O60828-6];ENST00000651767.1 [O60828-1];ENST00000692023.1 [O60828-9];ENST00000710032.1 [O60828-1];ENST00000710033.1 [O60828-4];ENST00000710035.1 [O60828-1];ENST00000710037.1 [O60828-9];ENST00000710038.1 [O60828-1];ENST00000710039.1 [O60828-4];ENST00000710041.1 [O60828-6];ENST00000710042.1 [O60828-1];ENST00000710043.1 [O60828-6];ENST00000710044.1 [O60828-1];ENST00000710046.1 [O60828-1];ENST00000710049.1 [O60828-7];	DNA binding [GO:0003677]; double-stranded DNA binding [GO:0003690]; ribonucleoprotein complex binding [GO:0043021]; transcription coactivator activity [GO:0003713]	activation of innate immune response [GO:0002218]; alternative mRNA splicing, via spliceosome [GO:0000380]; cellular response to exogenous dsRNA [GO:0071360]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; neuron projection development [GO:0031175]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of type I interferon production [GO:0032481]; regulation of dendrite morphogenesis [GO:0048814]; regulation of DNA-templated transcription [GO:0006355]; regulation of RNA splicing [GO:0043484]	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; neuronal ribonucleoprotein granule [GO:0071598]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O60832	O60832	reviewed	DKC1_HUMAN	H/ACA ribonucleoprotein complex subunit DKC1 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1)	DKC1 NOLA4	1736;	ENST00000369550.10 [O60832-1];	box H/ACA snoRNA binding [GO:0034513]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; telomerase activity [GO:0003720]; telomerase RNA binding [GO:0070034]	box H/ACA sno(s)RNA 3'-end processing [GO:0000495]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]; mRNA pseudouridine synthesis [GO:1990481]; positive regulation of establishment of protein localization to telomere [GO:1904851]; positive regulation of protein localization to Cajal body [GO:1904871]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomerase RNA localization to Cajal body [GO:1904874]; positive regulation of telomere maintenance via telomerase [GO:0032212]; regulation of telomerase RNA localization to Cajal body [GO:1904872]; RNA processing [GO:0006396]; rRNA processing [GO:0006364]; rRNA pseudouridine synthesis [GO:0031118]; scaRNA localization to Cajal body [GO:0090666]; snRNA pseudouridine synthesis [GO:0031120]; telomerase RNA stabilization [GO:0090669]; telomere maintenance via telomerase [GO:0007004]	box H/ACA scaRNP complex [GO:0072589]; box H/ACA snoRNP complex [GO:0031429]; box H/ACA telomerase RNP complex [GO:0090661]; cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; telomerase holoenzyme complex [GO:0005697]
O60841	O60841	reviewed	IF2P_HUMAN	Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)	EIF5B IF2 KIAA0741	9669;	ENST00000289371.11;	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]; tRNA binding [GO:0000049]	regulation of translational initiation [GO:0006446]; ribosome assembly [GO:0042255]; translational initiation [GO:0006413]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; synapse [GO:0045202]
O60869	O60869	reviewed	EDF1_HUMAN	Endothelial differentiation-related factor 1 (EDF-1) (Multiprotein-bridging factor 1) (MBF1)	EDF1	8721;	ENST00000224073.6 [O60869-1];ENST00000371648.4 [O60869-2];ENST00000371649.5 [O60869-3];	calmodulin binding [GO:0005516]; DNA binding [GO:0003677]; RNA binding [GO:0003723]; TFIID-class transcription factor complex binding [GO:0001094]; transcription coactivator activity [GO:0003713]	endothelial cell differentiation [GO:0045446]; positive regulation of DNA binding [GO:0043388]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription [GO:0006355]; regulation of lipid metabolic process [GO:0019216]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O60870	O60870	reviewed	KIN17_HUMAN	DNA/RNA-binding protein KIN17 (Binding to curved DNA) (KIN, antigenic determinant of recA protein homolog)	KIN BTCD KIN17	22944;	ENST00000379562.9 [O60870-1];	DNA binding [GO:0003677]; double-stranded DNA binding [GO:0003690]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]	DNA damage response [GO:0006974]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; mRNA processing [GO:0006397]	cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
O75150	O75150	reviewed	BRE1B_HUMAN	E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (95 kDa retinoblastoma-associated protein) (RBP95) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B)	RNF40 BRE1B KIAA0661	9810;	ENST00000324685.11 [O75150-1];ENST00000357890.9 [O75150-4];	metal ion binding [GO:0046872]; mRNA 3'-UTR binding [GO:0003730]; protein homodimerization activity [GO:0042803]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin protein ligase binding [GO:0031625]	chromatin organization [GO:0006325]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	HULC complex [GO:0033503]; membrane [GO:0016020]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
O75319	O75319	reviewed	DUS11_HUMAN	RNA/RNP complex-1-interacting phosphatase (EC 3.1.3.-) (Dual specificity protein phosphatase 11) (Phosphatase that interacts with RNA/RNP complex 1)	DUSP11 PIR1	8446;	ENST00000272444.8 [O75319-3];ENST00000443070.5 [O75319-2];ENST00000707649.1 [O75319-3];ENST00000707657.1 [O75319-2];	phosphatase activity [GO:0016791]; polynucleotide 5'-phosphatase activity [GO:0004651]; protein tyrosine phosphatase activity [GO:0004725]; RNA binding [GO:0003723]	protein dephosphorylation [GO:0006470]; RNA processing [GO:0006396]	fibrillar center [GO:0001650]; intercellular bridge [GO:0045171]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O75340	O75340	reviewed	PDCD6_HUMAN	Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2)	PDCD6 ALG2	10016;	ENST00000264933.9 [O75340-1];ENST00000505221.5 [O75340-3];ENST00000507528.5 [O75340-2];	calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; protein dimerization activity [GO:0046983]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein-macromolecule adaptor activity [GO:0030674]; protein-membrane adaptor activity [GO:0043495]; ubiquitin-like ligase-substrate adaptor activity [GO:1990756]	angiogenesis [GO:0001525]; apoptotic signaling pathway [GO:0097190]; cellular response to heat [GO:0034605]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051898]; negative regulation of TOR signaling [GO:0032007]; negative regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030948]; neural crest cell development [GO:0014032]; neural crest formation [GO:0014029]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043280]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of protein monoubiquitination [GO:1902527]; response to calcium ion [GO:0051592]; vascular endothelial growth factor receptor-2 signaling pathway [GO:0036324]	COPII vesicle coat [GO:0030127]; Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
